image_id,mask_id,class_name
labeller7_acne-089-v2--WatermarkedWyJXYXRlcm1hcmtlZCJd (1),labeller7_acne-089-v2--WatermarkedWyJXYXRlcm1hcmtlZCJd (1)_00002,Nodule
labeller7_acne-089-v2--WatermarkedWyJXYXRlcm1hcmtlZCJd (1),labeller7_acne-089-v2--WatermarkedWyJXYXRlcm1hcmtlZCJd (1)_00003,Pustule
labeller7_acne-089-v2--WatermarkedWyJXYXRlcm1hcmtlZCJd (1),labeller7_acne-089-v2--WatermarkedWyJXYXRlcm1hcmtlZCJd (1)_00004,Open comedo
labeller7_acne-089-v2--WatermarkedWyJXYXRlcm1hcmtlZCJd (1),labeller7_acne-089-v2--WatermarkedWyJXYXRlcm1hcmtlZCJd (1)_00005,Open comedo
labeller7_acne-089-v2--WatermarkedWyJXYXRlcm1hcmtlZCJd (1),labeller7_acne-089-v2--WatermarkedWyJXYXRlcm1hcmtlZCJd (1)_00006,Open comedo
labeller3_044520HB,labeller3_044520HB_00000,Plaque
labeller3_044520HB,labeller3_044520HB_00001,Scale
labeller4_388--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller4_388--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Nodule
labeller4_388--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller4_388--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Telangiectasia
labeller7_016937HB,labeller7_016937HB_00000,Patch
labeller1_vitiligo-48--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller1_vitiligo-48--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Patch
labeller1_sunburn-vitiligo--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller1_sunburn-vitiligo--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Patch
labeller5_042355HB,labeller5_042355HB_00000,Pustule
labeller5_042355HB,labeller5_042355HB_00001,Closed comedo
labeller5_042355HB,labeller5_042355HB_00002,Scar
labeller5_042355HB,labeller5_042355HB_00003,Papule
labeller1_017317HB,labeller1_017317HB_00000,Plaque
labeller1_017317HB,labeller1_017317HB_00001,Scale
labeller1_017317HB,labeller1_017317HB_00002,Sun damage
labeller1_acne-face-1-37--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller1_acne-face-1-37--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Closed comedo
labeller1_acne-face-1-37--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller1_acne-face-1-37--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Pustule
labeller5_vitiligo-33--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller5_vitiligo-33--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Patch
labeller5_vitiligo-33--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller5_vitiligo-33--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Macule
labeller2_vitiligo-18--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller2_vitiligo-18--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Patch
labeller7_viral-wart-07--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller7_viral-wart-07--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Papule
labeller5_acne-face-6-3--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller5_acne-face-6-3--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Pustule
labeller5_acne-face-6-3--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller5_acne-face-6-3--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Papule
labeller5_acne-face-6-3--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller5_acne-face-6-3--WatermarkedWyJXYXRlcm1hcmtlZCJd_00002,Scar
labeller2_044619HB,labeller2_044619HB_00000,Plaque
labeller2_044619HB,labeller2_044619HB_00001,Scale
labeller3_043287HB,labeller3_043287HB_00000,Scar
labeller3_043287HB,labeller3_043287HB_00001,Sun damage
labeller3_043287HB,labeller3_043287HB_00002,Plaque
labeller3_043287HB,labeller3_043287HB_00003,Patch
labeller2_005102HB,labeller2_005102HB_00000,Sun damage
labeller2_005102HB,labeller2_005102HB_00001,Plaque
labeller2_005102HB,labeller2_005102HB_00002,Scale
labeller3_vitiligo-40--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller3_vitiligo-40--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Patch
labeller5_vitiligo-23--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller5_vitiligo-23--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Patch
labeller5_vitiligo-23--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller5_vitiligo-23--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Macule
labeller1_vitiligo-05--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller1_vitiligo-05--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Patch
labeller8_halo3--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller8_halo3--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Macule
labeller2_034250HB,labeller2_034250HB_00000,Papule
labeller2_034250HB,labeller2_034250HB_00001,Closed comedo
labeller7_viral-wart-09--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller7_viral-wart-09--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Plaque
labeller5_acne-face-3-13--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller5_acne-face-3-13--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Papule
labeller5_acne-face-3-13--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller5_acne-face-3-13--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Scar
labeller4_182480-1,labeller4_182480-1_00000,Plaque
labeller4_182480-1,labeller4_182480-1_00001,Scale
labeller1_044372HB,labeller1_044372HB_00000,Plaque
labeller1_044372HB,labeller1_044372HB_00001,Scale
labeller5_032439HB,labeller5_032439HB_00000,Scar
labeller6_vitiligo-27--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller6_vitiligo-27--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Patch
labeller7_017133HB,labeller7_017133HB_00000,Patch
labeller7_017133HB,labeller7_017133HB_00001,Patch
labeller3_acne-face-1-38--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller3_acne-face-1-38--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Pustule
labeller3_acne-face-1-38--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller3_acne-face-1-38--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Papule
labeller3_acne-face-1-38--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller3_acne-face-1-38--WatermarkedWyJXYXRlcm1hcmtlZCJd_00002,Open comedo
labeller3_acne-face-1-38--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller3_acne-face-1-38--WatermarkedWyJXYXRlcm1hcmtlZCJd_00003,Open comedo
labeller3_acne-face-1-38--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller3_acne-face-1-38--WatermarkedWyJXYXRlcm1hcmtlZCJd_00004,Closed comedo
labeller8_vitiligo-09--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller8_vitiligo-09--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Patch
labeller4_034401HB,labeller4_034401HB_00000,Closed comedo
labeller6_10489-Vitiligo,labeller6_10489-Vitiligo_00000,Patch
labeller2_033370HB,labeller2_033370HB_00000,Pustule
labeller2_033370HB,labeller2_033370HB_00001,Open comedo
labeller2_033370HB,labeller2_033370HB_00002,Closed comedo
labeller7_016412HB,labeller7_016412HB_00000,Patch
labeller7_016412HB,labeller7_016412HB_00001,Scale
labeller7_016412HB,labeller7_016412HB_00002,Scale
labeller6_bml-h3--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller6_bml-h3--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Patch
labeller7_viral-wart-16--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller7_viral-wart-16--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Papule
labeller5_3736--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller5_3736--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Plaque
labeller4_046419HB,labeller4_046419HB_00000,Plaque
labeller4_046419HB,labeller4_046419HB_00001,Scale
labeller2_044401HB,labeller2_044401HB_00000,Scale
labeller2_044401HB,labeller2_044401HB_00001,Plaque
labeller1_041899HB,labeller1_041899HB_00000,Papule
labeller1_016288HB,labeller1_016288HB_00000,Papule
labeller1_016288HB,labeller1_016288HB_00001,Sun damage
labeller7_acne-face-61--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller7_acne-face-61--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Open comedo
labeller7_acne-face-61--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller7_acne-face-61--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Closed comedo
labeller7_acne-face-61--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller7_acne-face-61--WatermarkedWyJXYXRlcm1hcmtlZCJd_00002,Scar
labeller7_acne-face-61--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller7_acne-face-61--WatermarkedWyJXYXRlcm1hcmtlZCJd_00003,Pustule
labeller7_vitiligo-49--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller7_vitiligo-49--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Patch
labeller8_035318HB,labeller8_035318HB_00000,Macule
labeller8_035318HB,labeller8_035318HB_00001,Nodule
labeller8_035318HB,labeller8_035318HB_00002,Papule
labeller2_043111HB,labeller2_043111HB_00000,Plaque
labeller1_143--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller1_143--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Papule
labeller5_wart7--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller5_wart7--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Papule
labeller5_wart7--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller5_wart7--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Plaque
labeller2_044370HB,labeller2_044370HB_00000,Plaque
labeller2_044370HB,labeller2_044370HB_00001,Scale
labeller7_3756--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller7_3756--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Patch
labeller7_3756--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller7_3756--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Scale
labeller8_viral-wart-09--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller8_viral-wart-09--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Plaque
labeller8_viral-wart-09--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller8_viral-wart-09--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Dermatoglyph disruption
labeller8_viral-wart-09--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller8_viral-wart-09--WatermarkedWyJXYXRlcm1hcmtlZCJd_00002,Thrombosed capillaries
labeller4_043048HB,labeller4_043048HB_00000,Scale
labeller4_043048HB,labeller4_043048HB_00001,Plaque
labeller6_044314HB,labeller6_044314HB_00000,Scale
labeller6_044314HB,labeller6_044314HB_00001,Plaque
labeller8_045580VB,labeller8_045580VB_00000,Plaque
labeller8_045580VB,labeller8_045580VB_00001,Thrombosed capillaries
labeller4_facial-psoriasis-001--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller4_facial-psoriasis-001--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Plaque
labeller4_facial-psoriasis-001--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller4_facial-psoriasis-001--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Scale
labeller1_246--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller1_246--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Papule
labeller1_246--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller1_246--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Scale
labeller4_232--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller4_232--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Plaque
labeller4_232--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller4_232--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Scale
labeller4_acne-face-1-38--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller4_acne-face-1-38--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Pustule
labeller4_acne-face-1-38--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller4_acne-face-1-38--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Papule
labeller4_acne-face-1-38--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller4_acne-face-1-38--WatermarkedWyJXYXRlcm1hcmtlZCJd_00002,Closed comedo
labeller8_vitiligo-63--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller8_vitiligo-63--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Patch
labeller8_vitiligo-63--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller8_vitiligo-63--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Macule
labeller5_883290-1,labeller5_883290-1_00000,Scale
labeller5_883290-1,labeller5_883290-1_00001,Plaque
labeller4_vitiligo-43--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller4_vitiligo-43--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Patch
labeller8_035006HB,labeller8_035006HB_00000,Pustule
labeller8_035006HB,labeller8_035006HB_00001,Closed comedo
labeller8_035006HB,labeller8_035006HB_00002,Open comedo
labeller8_035006HB,labeller8_035006HB_00003,Open comedo
labeller8_035006HB,labeller8_035006HB_00004,Papule
labeller2_vitiligo-65--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller2_vitiligo-65--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Patch
labeller2_045525HB,labeller2_045525HB_00000,Dermatoglyph disruption
labeller2_045525HB,labeller2_045525HB_00001,Thrombosed capillaries
labeller2_045525HB,labeller2_045525HB_00002,Plaque
labeller6_033899HB,labeller6_033899HB_00000,Pustule
labeller6_033899HB,labeller6_033899HB_00001,Papule
labeller6_033899HB,labeller6_033899HB_00002,Open comedo
labeller6_033899HB,labeller6_033899HB_00003,Closed comedo
labeller8_043297HB,labeller8_043297HB_00000,Scale
labeller8_043297HB,labeller8_043297HB_00001,Plaque
labeller2_10158-Filiform-20wart-202008,labeller2_10158-Filiform-20wart-202008_00000,Plaque
labeller2_10158-Filiform-20wart-202008,labeller2_10158-Filiform-20wart-202008_00001,Thrombosed capillaries
labeller7_vitiligo-35--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller7_vitiligo-35--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Patch
labeller7_vitiligo-35--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller7_vitiligo-35--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Macule
labeller5_ppps23--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller5_ppps23--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Plaque
labeller5_ppps23--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller5_ppps23--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Scale
labeller2_043217HB,labeller2_043217HB_00000,Patch
labeller2_043217HB,labeller2_043217HB_00001,Scale
labeller4_035218HB,labeller4_035218HB_00000,Pustule
labeller4_035218HB,labeller4_035218HB_00001,Papule
labeller4_035218HB,labeller4_035218HB_00002,Open comedo
labeller4_035218HB,labeller4_035218HB_00003,Closed comedo
labeller3_wart4--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller3_wart4--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Papule
labeller7_041854VB,labeller7_041854VB_00000,Papule
labeller5_ppps16--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller5_ppps16--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Plaque
labeller5_ppps16--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller5_ppps16--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Scale
labeller7_3726--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller7_3726--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Scale
labeller7_3726--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller7_3726--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Plaque
labeller7_3726--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller7_3726--WatermarkedWyJXYXRlcm1hcmtlZCJd_00002,Patch
labeller6_041881HB,labeller6_041881HB_00000,Plaque
labeller1_acne-face-66--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller1_acne-face-66--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Closed comedo
labeller1_acne-face-66--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller1_acne-face-66--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Nodule
labeller1_acne-face-66--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller1_acne-face-66--WatermarkedWyJXYXRlcm1hcmtlZCJd_00002,Plaque
labeller8_wart25--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller8_wart25--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Papule
labeller8_wart25--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller8_wart25--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Plaque
labeller6_vitiligo4--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller6_vitiligo4--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Patch
labeller7_567--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller7_567--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Scale
labeller7_567--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller7_567--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Patch
labeller7_567--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller7_567--WatermarkedWyJXYXRlcm1hcmtlZCJd_00002,Patch
labeller7_567--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller7_567--WatermarkedWyJXYXRlcm1hcmtlZCJd_00003,Patch
labeller5_035318HB,labeller5_035318HB_00000,Scar
labeller5_035318HB,labeller5_035318HB_00001,Papule
labeller5_035318HB,labeller5_035318HB_00002,Pustule
labeller5_wart2--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller5_wart2--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Thrombosed capillaries
labeller5_wart2--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller5_wart2--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Papule
labeller4_ps-sunshine--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller4_ps-sunshine--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Plaque
labeller4_ps-sunshine--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller4_ps-sunshine--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Scale
labeller2_acne-face-3-3--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller2_acne-face-3-3--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Papule
labeller2_acne-face-3-3--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller2_acne-face-3-3--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Closed comedo
labeller2_043446HB,labeller2_043446HB_00000,Scale
labeller2_043446HB,labeller2_043446HB_00001,Plaque
labeller6_10244-12062009336,labeller6_10244-12062009336_00000,Scale
labeller6_10244-12062009336,labeller6_10244-12062009336_00001,Plaque
labeller5_chronic-plaque-psoriasis-002--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller5_chronic-plaque-psoriasis-002--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Scale
labeller5_chronic-plaque-psoriasis-002--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller5_chronic-plaque-psoriasis-002--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Plaque
labeller7_wart4--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller7_wart4--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Papule
labeller7_554--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller7_554--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Scale
labeller7_554--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller7_554--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Scale
labeller7_554--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller7_554--WatermarkedWyJXYXRlcm1hcmtlZCJd_00002,Patch
labeller7_046248HB,labeller7_046248HB_00000,Papule
labeller5_wart24--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller5_wart24--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Thrombosed capillaries
labeller5_wart24--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller5_wart24--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Dermatoglyph disruption
labeller5_wart24--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller5_wart24--WatermarkedWyJXYXRlcm1hcmtlZCJd_00002,Plaque
labeller3_viral-wart-09--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller3_viral-wart-09--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Plaque
labeller5_034787HB,labeller5_034787HB_00000,Open comedo
labeller2_viral-wart-11--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller2_viral-wart-11--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Plaque
labeller2_viral-wart-11--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller2_viral-wart-11--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Dermatoglyph disruption
labeller2_viral-wart-11--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller2_viral-wart-11--WatermarkedWyJXYXRlcm1hcmtlZCJd_00002,Thrombosed capillaries
labeller5_043148HB,labeller5_043148HB_00000,Scale
labeller5_043148HB,labeller5_043148HB_00001,Plaque
labeller1_vitiligo-08--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller1_vitiligo-08--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Patch
labeller5_chronic-plaque-psoriasis-021--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller5_chronic-plaque-psoriasis-021--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Scale
labeller5_chronic-plaque-psoriasis-021--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller5_chronic-plaque-psoriasis-021--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Plaque
labeller2_wart21--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller2_wart21--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Plaque
labeller2_wart21--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller2_wart21--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Dermatoglyph disruption
labeller2_bml-h3--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller2_bml-h3--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Patch
labeller8_subung-wart--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller8_subung-wart--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Plaque
labeller8_subung-wart--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller8_subung-wart--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Dermatoglyph disruption
labeller8_subung-wart--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller8_subung-wart--WatermarkedWyJXYXRlcm1hcmtlZCJd_00002,Thrombosed capillaries
labeller1_acne-face-2-31--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller1_acne-face-2-31--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Papule
labeller1_acne-face-2-31--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller1_acne-face-2-31--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Papule
labeller1_acne-face-2-31--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller1_acne-face-2-31--WatermarkedWyJXYXRlcm1hcmtlZCJd_00002,Closed comedo
labeller1_acne-face-2-31--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller1_acne-face-2-31--WatermarkedWyJXYXRlcm1hcmtlZCJd_00003,Closed comedo
labeller1_acne-face-2-31--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller1_acne-face-2-31--WatermarkedWyJXYXRlcm1hcmtlZCJd_00004,Open comedo
labeller2_017317HB,labeller2_017317HB_00000,Plaque
labeller2_017317HB,labeller2_017317HB_00001,Scale
labeller2_017317HB,labeller2_017317HB_00002,Sun damage
labeller2_3754--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller2_3754--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Plaque
labeller2_3754--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller2_3754--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Scale
labeller2_3754--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller2_3754--WatermarkedWyJXYXRlcm1hcmtlZCJd_00002,Sun damage
labeller7_043157HB,labeller7_043157HB_00000,Patch
labeller1_045580VB,labeller1_045580VB_00000,Dermatoglyph disruption
labeller1_045580VB,labeller1_045580VB_00001,Plaque
labeller8_044375HB,labeller8_044375HB_00000,Plaque
labeller8_044375HB,labeller8_044375HB_00001,Scale
labeller4_246--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller4_246--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Scale
labeller4_246--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller4_246--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Plaque
labeller5_044599HB,labeller5_044599HB_00000,Plaque
labeller5_044599HB,labeller5_044599HB_00001,Scale
labeller7_043102HB,labeller7_043102HB_00000,Scale
labeller7_043102HB,labeller7_043102HB_00001,Patch
labeller5_476--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller5_476--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Scale
labeller5_476--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller5_476--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Plaque
labeller1_046419HB,labeller1_046419HB_00000,Papule
labeller1_046419HB,labeller1_046419HB_00001,Sun damage
labeller8_033877HB,labeller8_033877HB_00000,Open comedo
labeller8_033877HB,labeller8_033877HB_00001,Closed comedo
labeller4_035440HB,labeller4_035440HB_00000,Pustule
labeller4_035440HB,labeller4_035440HB_00001,Papule
labeller4_035440HB,labeller4_035440HB_00002,Closed comedo
labeller4_035440HB,labeller4_035440HB_00003,Open comedo
labeller4_ppps24--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller4_ppps24--WatermarkedWyJXYXRlcm1hcmtlZCJd_00000,Plaque
labeller4_ppps24--WatermarkedWyJXYXRlcm1hcmtlZCJd,labeller4_ppps24--WatermarkedWyJXYXRlcm1hcmtlZCJd_00001,Scale
labeller2_043157HB,labeller2_043157HB_00000,Patch
labeller1_033370HB,labeller1_033370HB_00000,Open comedo
labeller1_033370HB,labeller1_033370HB_00001,Open comedo
labeller1_033370HB,labeller1_033370HB_00002,Open comedo
labeller1_033370HB,labeller1_033370HB_00003,Pustule
labeller1_033370HB,labeller1_033370HB_00004,Papule
